layout,WPM,CER,NER,numC,numIF,numF,numINF,numCancel,presented_str,input_str,timed_actions
2,3.91192998747562,0.08,0.0,23,0,0,0,2,a most ridiculous thing,a most ridiculous thing,"[0.000000,a],[1.474792, ],[5.207336,m],[7.741547,o],[11.193604,cancel],[12.154327,cancel],[13.986084,s],[15.702179,t],[16.661469, ],[20.618103,r],[23.229218,i],[26.989136,d],[29.080505,i],[32.826263,c],[37.734467,u],[41.559448,l],[44.541473,o],[49.198395,u],[52.173462,s],[53.598877, ],[56.057617,t],[59.965759,h],[61.829346,i],[63.996399,n],[67.485870,g],[69.283325,done]"
2,3.911049165875256,0.1794871794871795,0.0,32,1,1,0,6,so you think you deserve a raise,so you think you deserve a raise,"[0.000000,s],[2.002625,o],[3.897552, ],[6.644775,y],[8.748169,o],[12.255310,u],[13.280914, ],[16.719452,t],[19.938446,h],[21.484436,i],[24.429718,cancel],[30.505859,k],[34.444733,del],[36.004547,cancel],[37.564178,n],[40.004944,cancel],[42.097687,cancel],[44.393707,k],[46.170288, ],[48.727814,y],[50.586273,o],[53.577454,u],[55.256470, ],[59.027161,d],[61.726440,cancel],[62.877747,e],[66.180023,s],[67.697845,e],[71.086670,r],[74.285278,cancel],[77.610046,v],[79.937531,e],[81.098480, ],[82.161224,a],[83.148651, ],[86.729706,r],[88.103821,a],[91.108459,i],[93.383148,s],[95.115143,e],[96.830719,done]"
2,2.891214042340579,0.29545454545454547,0.0,31,4,4,0,9,arguing with the boss is futile,arguing with the boss is futile,"[0.000397,cancel],[4.138214,r],[10.688019,del],[11.808228,a],[15.176270,r],[18.719727,g],[21.157898,cancel],[22.626801,cancel],[24.728119,cancel],[27.275391,u],[29.900757,i],[32.884003,n],[35.582153,g],[36.584625, ],[39.163513,cancel],[42.142700,cancel],[45.090759,i],[47.253784,del],[50.048431,w],[51.911011,i],[53.859558,t],[58.070831,h],[59.246246, ],[62.388702,cancel],[64.091736,t],[67.611328,h],[69.192963,e],[70.107452, ],[73.979034,b],[76.052490,o],[78.418152,s],[79.940216,s],[81.283142, ],[86.042358,i],[88.296173,s],[94.804352, ],[96.482025,i],[97.986328,del],[100.208588,f],[103.740021,u],[106.559845,cancel],[108.420624,t],[112.038025,i],[115.623627,cancel],[117.354187,e],[119.120056,del],[122.075592,l],[124.515167,e],[126.776337,done]"
2,3.246795282561998,0.2972972972972973,0.0,26,0,0,0,11,olympic athletes use drugs,olympic athletes use drugs,"[0.000092,cancel],[2.898529,o],[5.139618,cancel],[7.204956,l],[10.279663,cancel],[13.208710,cancel],[15.449219,y],[19.399780,cancel],[23.068115,m],[28.113251,p],[30.401611,i],[33.954376,c],[34.923370, ],[37.242432,a],[38.942444,t],[40.648621,cancel],[43.443970,h],[46.883545,cancel],[48.582703,l],[50.729767,cancel],[51.568787,e],[56.865570,cancel],[58.013275,cancel],[59.314911,t],[61.305786,cancel],[62.294983,e],[64.890778,s],[65.762177, ],[70.461517,u],[72.714355,s],[74.712097,e],[76.858185, ],[79.729279,d],[83.183929,r],[87.328827,u],[90.043854,g],[92.398804,s],[94.096436,done]"
2,3.5909530295145147,0.2222222222222222,0.0,21,2,2,0,4,but the levee was dry,but the levee was dry,"[0.000031,b],[5.322571,u],[7.001251,t],[8.455017, ],[10.170898,t],[14.295654,h],[15.892914,e],[17.193359, ],[19.842499,l],[21.870941,e],[23.131622,a],[25.666687,del],[27.587860,cancel],[33.574738,v],[36.020508,e],[37.421997,e],[39.055481, ],[43.388306,w],[44.349243,a],[46.112976,s],[47.459229, ],[51.329315,cancel],[54.883423,cancel],[55.284851,e],[56.849182,cancel],[58.496002,del],[60.747589,d],[64.539154,r],[66.834625,y],[68.240479,done]"
2,5.05262292240375,0.11428571428571428,0.0,31,0,0,0,4,i am wearing a tie and a jacket,i am wearing a tie and a jacket,"[0.000031,i],[2.725616,cancel],[3.971649, ],[5.088867,a],[7.868744,m],[9.959106,cancel],[10.991821, ],[14.621704,w],[16.130524,e],[17.277191,a],[21.004547,r],[23.367218,i],[26.817444,n],[29.897614,g],[31.641083, ],[33.066162,a],[34.210938, ],[36.737000,t],[38.982574,i],[41.659668,cancel],[42.757446,e],[43.935791, ],[44.930237,a],[47.186401,n],[49.368927,d],[51.291199, ],[52.142487,a],[53.197998, ],[57.184784,j],[58.431671,a],[62.280365,c],[65.034912,cancel],[68.088104,k],[69.480957,e],[71.250122,t],[72.919647,done]"
2,3.9183649064771555,0.175,0.0,33,1,1,0,6,shivering is one way to keep warm,shivering is one way to keep warm,"[0.000031,cancel],[1.724976,s],[6.493164,h],[9.261749,i],[11.624359,t],[13.590485,del],[17.087280,cancel],[22.180359,v],[23.875275,e],[28.124207,r],[30.469025,i],[32.982605,n],[37.687347,cancel],[41.101807,g],[42.373474, ],[44.466431,i],[46.584595,s],[47.857666, ],[50.300140,o],[53.501556,n],[55.620941,cancel],[56.639404,e],[57.758484, ],[60.174988,cancel],[63.245667,w],[64.654877,a],[66.829712,y],[67.930359, ],[69.954346,t],[72.067963,o],[73.080231, ],[75.653564,cancel],[79.313202,k],[81.062439,e],[82.006775,e],[85.943024,p],[87.437134, ],[91.259827,w],[92.377625,a],[95.667633,r],[98.000061,m],[99.647339,done]"
2,4.178339687277755,0.2,0.0,32,1,1,0,7,good at addition and subtraction,good at addition and subtraction,"[0.000732,cancel],[2.394226,g],[4.565857,o],[6.579559,o],[9.576630,d],[11.519775, ],[12.844727,a],[14.790497,t],[16.179260,cancel],[17.661957, ],[19.509766,a],[21.338654,cancel],[23.483185,d],[25.298035,d],[27.262604,i],[29.184113,t],[30.940308,cancel],[32.851349,i],[35.268799,o],[37.553040,n],[38.988251, ],[40.446594,a],[42.311768,n],[44.112366,cancel],[46.197845,d],[47.177673, ],[49.588867,s],[52.780975,u],[56.540558,b],[60.353882,cancel],[61.424744,t],[65.613983,r],[67.315063,a],[69.841339,r],[73.058105,del],[77.176361,c],[80.395599,t],[82.992920,i],[84.768402,cancel],[86.463806,o],[89.030579,n],[91.999298,done]"
2,4.618920162616084,0.14285714285714285,0.0,30,1,1,0,4,go out for some pizza and beer,go out for some pizza and beer,"[0.000031,g],[2.227448,o],[3.450500, ],[5.609467,o],[9.047028,u],[11.672821,t],[13.117950, ],[18.576538,f],[20.333801,cancel],[21.700348,o],[24.351288,r],[25.120331, ],[27.714569,cancel],[29.355316,cancel],[30.583923,s],[32.684143,o],[36.030212,m],[37.703857,e],[38.779449, ],[41.618439,h],[43.286957,del],[45.474670,p],[47.231537,i],[51.376404,z],[53.759766,z],[54.662750,a],[55.540161, ],[56.992523,a],[59.406189,n],[62.734497,d],[63.999268, ],[67.918762,b],[69.070099,cancel],[70.629761,e],[71.990479,e],[75.342285,r],[77.044495,done]"
2,4.045253142074332,0.16,0.0,21,1,1,0,3,do not drink too much,do not drink too much,"[0.000244,cancel],[1.984467,d],[4.648254,o],[5.770416, ],[8.119629,n],[10.095032,o],[12.937988,cancel],[13.732483,t],[14.873383, ],[16.733154,cancel],[18.388611,d],[22.060822,r],[24.527466,i],[27.083466,n],[32.232056,k],[33.116058, ],[35.130188,t],[37.203369,o],[38.530365,o],[39.471680, ],[42.988190,m],[44.322144,i],[46.765015,del],[52.160217,u],[55.911163,c],[59.328796,h],[61.203827,done]"
2,3.7230217359703075,0.2619047619047619,0.0,31,2,2,0,9,house with new electrical panel,house with new electrical panel,"[0.000031,h],[2.025879,o],[5.362488,u],[8.585754,cancel],[10.378326,cancel],[11.979553,e],[15.368561,del],[18.210938,s],[19.777527,e],[21.098541,cancel],[22.474609, ],[24.988892,cancel],[27.337677,w],[28.805573,i],[31.725769,t],[35.340607,h],[36.514923, ],[39.397186,n],[40.746307,e],[44.158081,w],[45.148895,cancel],[46.576843, ],[48.209625,cancel],[49.258423,e],[52.272156,l],[54.378418,e],[57.937500,c],[61.025513,cancel],[61.992432,t],[65.108612,r],[67.295990,i],[69.681610,r],[71.622986,del],[73.937134,c],[75.386658,a],[77.646942,l],[79.152374, ],[83.764679,p],[84.794983,a],[87.326233,n],[89.870087,cancel],[91.775635,e],[94.649323,cancel],[96.695648,l],[98.335449,done]"
2,4.194977753336808,0.2,0.0,36,1,1,0,8,dinosaurs have been extinct for ages,dinosaurs have been extinct for ages,"[0.000061,d],[2.190277,i],[5.432343,n],[7.881714,cancel],[9.376892,o],[11.704285,cancel],[13.196594,s],[14.513794,a],[18.181976,u],[21.699463,r],[24.187836,s],[25.227692, ],[27.307739,cancel],[29.165344,cancel],[31.289978,h],[32.635468,a],[36.446838,v],[37.734985,e],[38.933075, ],[42.459869,cancel],[45.710785,b],[46.889343,e],[47.891083,e],[53.074890,n],[54.213135, ],[57.583282,e],[60.518829,x],[62.533417,t],[65.854095,i],[69.526764,n],[72.927368,c],[74.483612,t],[75.470978, ],[78.117096,cancel],[80.366241,f],[82.538208,o],[85.269012,r],[86.118378,cancel],[87.345428,a],[89.098267,cancel],[90.191772,del],[90.825165, ],[92.127228,a],[96.376617,g],[98.015106,e],[100.119720,s],[102.002869,done]"
2,4.189065832487178,0.21739130434782608,0.0,36,4,4,0,6,weeping willows are found near water,weeping willows are found near water,"[0.000031,w],[1.735748,e],[2.729279,e],[6.913605,h],[8.995117,del],[11.695160,p],[14.059509,i],[16.131897,n],[19.678345,g],[23.738861,w],[25.213409,i],[27.370483,del],[28.496582,del],[29.371674, ],[32.489929,w],[34.221832,i],[36.061676,l],[37.463196,l],[40.109161,o],[42.896057,w],[44.863922,s],[45.634521, ],[46.956635,a],[48.734497,cancel],[52.232635,r],[53.908844,e],[54.898468, ],[58.219757,i],[59.668396,del],[60.886749,cancel],[62.433472,f],[64.661194,o],[67.836761,u],[70.294006,cancel],[72.591919,cancel],[73.538361,cancel],[74.722687,cancel],[76.826477,n],[79.764313,d],[80.791779, ],[83.180634,n],[84.865753,e],[86.151245,a],[88.658112,r],[89.498291, ],[92.779938,w],[94.107574,a],[95.535095,t],[97.149506,e],[100.261017,r],[102.779053,done]"
2,3.3500202765511755,0.3,0.0,21,1,1,0,8,he is shouting loudly,he is shouting loudly,"[0.000031,cancel],[2.737488,h],[4.673584,e],[5.829559, ],[7.473999,cancel],[9.498871,i],[12.328430,s],[13.909515, ],[16.351624,s],[19.990723,h],[22.001343,o],[26.237885,u],[28.807068,cancel],[30.464966,cancel],[31.403351,t],[33.095367,cancel],[34.470886,i],[36.865021,n],[39.592987,g],[41.481964, ],[44.252106,l],[46.252502,cancel],[49.337280,cancel],[51.435394,l],[53.947174,del],[56.153076,o],[59.902252,u],[65.146179,d],[67.382538,cancel],[68.958771,l],[71.641357,y],[74.164398,done]"
2,4.59833451635768,0.19230769230769232,0.0,21,1,1,0,4,are you talking to me,are you talking to me,"[0.000031,a],[1.275909,cancel],[4.578583,r],[6.245880,cancel],[7.121368,e],[8.826385, ],[11.644531,y],[14.338928,o],[17.046112,u],[18.107605, ],[20.561554,cancel],[22.515564,cancel],[23.447723,t],[24.472290,a],[27.585815,l],[32.140869,k],[33.701782,i],[35.436493,n],[37.939636,g],[39.116730, ],[41.849701,t],[43.788239,o],[44.621948, ],[47.432190,s],[48.882385,del],[50.693604,m],[52.192810,e],[53.739990,done]"
2,4.18670352159334,0.2702702702702703,0.02702702702702703,26,0,0,1,10,the store will close at ten,the store will chose at ten,"[0.000000,t],[1.910156,cancel],[7.625946,h],[9.238983,e],[11.063171,cancel],[12.142303, ],[15.200043,cancel],[17.641052,s],[19.985535,cancel],[21.082336,t],[23.524475,o],[27.851074,r],[29.174927,e],[31.626801,cancel],[32.426880, ],[36.421845,cancel],[37.865662,cancel],[40.306458,w],[42.100922,i],[43.954620,l],[45.342072,l],[47.447052,cancel],[48.132904, ],[52.546234,c],[55.353394,h],[57.719208,cancel],[59.837433,o],[62.177063,s],[63.583527,e],[65.233826, ],[66.377655,a],[68.021088,cancel],[69.205383,t],[70.084595, ],[71.442383,t],[72.852753,e],[74.521637,n],[77.202484,done]"
2,3.728089695850655,0.2564102564102564,0.0,29,1,1,0,9,exercise is good for the mind,exercise is good for the mind,"[0.000031,e],[1.640747,cancel],[4.714722,x],[6.461212,e],[8.205109,cancel],[9.996277,r],[13.296936,c],[15.738892,i],[18.066986,s],[19.685516,e],[20.921967, ],[23.200623,i],[25.252563,s],[26.552673, ],[30.564392,g],[33.307526,o],[34.562256,cancel],[36.094421,o],[39.222778,d],[40.232391, ],[43.905426,f],[46.955536,cancel],[49.976440,r],[51.976746,del],[55.446045,o],[58.699036,cancel],[60.778046,cancel],[62.630707,r],[64.619629, ],[67.731049,cancel],[68.690613,t],[73.176819,h],[75.515289,e],[76.585724, ],[79.282928,m],[81.390320,i],[83.173309,cancel],[84.903992,n],[87.949738,cancel],[90.126587,d],[92.856720,done]"
2,3.590730341662076,0.23076923076923078,0.0,40,1,1,0,11,burglars never leave their business card,burglars never leave their business card,"[0.000305,cancel],[2.502808,r],[4.423859,del],[7.830139,b],[13.010712,u],[16.484283,r],[19.599731,g],[22.658417,l],[24.163269,a],[30.672577,r],[33.758942,s],[36.062653, ],[38.542877,n],[40.403107,cancel],[41.355560,e],[43.888763,cancel],[46.083099,v],[47.500031,cancel],[48.336029,e],[53.430634,r],[55.282715, ],[58.685699,l],[60.368195,cancel],[61.310669,e],[62.617615,a],[69.333191,v],[70.676819,e],[71.587982, ],[75.495575,cancel],[76.808502,t],[80.881439,h],[82.284485,e],[83.912262,i],[86.824982,r],[87.868378,cancel],[88.702454, ],[92.377167,cancel],[94.070404,cancel],[96.010529,b],[99.520599,u],[101.993164,cancel],[103.637817,s],[105.835266,i],[109.220001,n],[110.822052,e],[113.434052,s],[115.193054,s],[116.345062, ],[119.884247,cancel],[122.219147,c],[123.491241,a],[127.050140,r],[130.335602,d],[132.648285,done]"
2,4.845481844470688,0.1951219512195122,0.0,33,1,1,0,7,this mission statement is baloney,this mission statement is baloney,"[0.000031,t],[4.501984,h],[6.677002,i],[8.811279,s],[11.968231, ],[14.021332,s],[16.545258,del],[18.116455,cancel],[20.240936,m],[21.763062,i],[24.262726,s],[26.048218,s],[28.046661,i],[29.421906,cancel],[31.371246,o],[33.317657,n],[34.154785, ],[36.467560,s],[38.065857,t],[39.034729,a],[40.127045,t],[41.615295,cancel],[43.067230,e],[45.534027,m],[46.683838,e],[48.986511,n],[51.177429,cancel],[52.156677,cancel],[53.024475,cancel],[54.102753,t],[55.149170, ],[57.333893,i],[59.257507,cancel],[60.973511,s],[62.637604, ],[67.599823,b],[68.686493,a],[70.778717,l],[73.328949,o],[75.505341,n],[76.769470,e],[79.249084,y],[80.642242,done]"
2,4.228830047997648,0.10714285714285714,0.0,25,1,1,0,2,if you were not so stupid,if you were not so stupid,"[0.000000,i],[2.358978,f],[4.056030, ],[8.162811,y],[10.995667,o],[14.080536,u],[15.180359, ],[18.641785,w],[20.668488,e],[24.124695,w],[25.841888,del],[29.144989,r],[31.101685,e],[32.378784, ],[34.453796,n],[36.518463,cancel],[41.481689,cancel],[43.157562,o],[45.182343,t],[46.029724, ],[47.843597,s],[49.570038,o],[50.766754, ],[52.338226,s],[54.035370,t],[58.808746,u],[62.593109,p],[64.113617,i],[68.103943,d],[69.535126,done]"
